Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),14170,58089,72259,Hsipaw,MMR015014
 Associate Scrutiny Card (blue),70,60,130,Hsipaw,MMR015014
 Naturalised Scrutiny Card (green),201,503,704,Hsipaw,MMR015014
 National Registration Card (3-fold),363,4156,4519,Hsipaw,MMR015014
 Religious card,200,341,541,Hsipaw,MMR015014
 Temporary Registration Card (white),39,228,267,Hsipaw,MMR015014
 Foreign Registration Card (FRC),33,19,52,Hsipaw,MMR015014
 Foreign Passport,58,21,79,Hsipaw,MMR015014
 None,2566,60235,62801,Hsipaw,MMR015014
 Child under 10 years,3197,31609,34806,Hsipaw,MMR015014
 Total,20897,155261,176158,Hsipaw,MMR015014
