Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),6158,19783,25941,Gwa,MMR012017
 Associate Scrutiny Card (blue),2,4,6,Gwa,MMR012017
 Naturalised Scrutiny Card (green),6,64,70,Gwa,MMR012017
 National Registration Card (3-fold),31,267,298,Gwa,MMR012017
 Religious card,27,106,133,Gwa,MMR012017
 Temporary Registration Card (white),17,367,384,Gwa,MMR012017
 Foreign Registration Card (FRC),-,3,3,Gwa,MMR012017
 Foreign Passport,2,25,27,Gwa,MMR012017
 None,1798,7176,8974,Gwa,MMR012017
 Child under 10 years,1469,5129,6598,Gwa,MMR012017
 Total,9510,32924,42434,Gwa,MMR012017
