Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15496,119936,135432,Yesagyo,MMR009019
 Associate Scrutiny Card (blue),3,30,33,Yesagyo,MMR009019
 Naturalised Scrutiny Card (green),19,211,230,Yesagyo,MMR009019
 National Registration Card (3-fold),68,1033,1101,Yesagyo,MMR009019
 Religious card,187,784,971,Yesagyo,MMR009019
 Temporary Registration Card (white),34,74,108,Yesagyo,MMR009019
 Foreign Registration Card (FRC),1,3,4,Yesagyo,MMR009019
 Foreign Passport,1,30,31,Yesagyo,MMR009019
 None,3460,35401,38861,Yesagyo,MMR009019
 Child under 10 years,4060,34521,38581,Yesagyo,MMR009019
 Total,23329,192023,215352,Yesagyo,MMR009019
