Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2238,7701,9939,Tonzaung,MMR004005
 Associate Scrutiny Card (blue),-,3,3,Tonzaung,MMR004005
 Naturalised Scrutiny Card (green),1,10,11,Tonzaung,MMR004005
 National Registration Card (3-fold),-,27,27,Tonzaung,MMR004005
 Religious card,2,4,6,Tonzaung,MMR004005
 Temporary Registration Card (white),-,25,25,Tonzaung,MMR004005
 Foreign Passport,-,8,8,Tonzaung,MMR004005
 None,557,3664,4221,Tonzaung,MMR004005
 Child under 10 years,979,5503,6482,Tonzaung,MMR004005
 Total,3777,16945,20722,Tonzaung,MMR004005
