Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),46925,49834,96759,Mogok,MMR010011
 Associate Scrutiny Card (blue),121,55,176,Mogok,MMR010011
 Naturalised Scrutiny Card (green),403,406,809,Mogok,MMR010011
 National Registration Card (3-fold),2428,3961,6389,Mogok,MMR010011
 Religious card,521,453,974,Mogok,MMR010011
 Temporary Registration Card (white),70,91,161,Mogok,MMR010011
 Foreign Registration Card (FRC),54,22,76,Mogok,MMR010011
 Foreign Passport,14,13,27,Mogok,MMR010011
 None,14061,17552,31613,Mogok,MMR010011
 Child under 10 years,13012,17153,30165,Mogok,MMR010011
 Total,77609,89540,167149,Mogok,MMR010011
