Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3968,16542,20510,Mineyaung,MMR016011
 Associate Scrutiny Card (blue),-,7,7,Mineyaung,MMR016011
 Naturalised Scrutiny Card (green),2,7,9,Mineyaung,MMR016011
 National Registration Card (3-fold),6,135,141,Mineyaung,MMR016011
 Religious card,15,94,109,Mineyaung,MMR016011
 Temporary Registration Card (white),3,18,21,Mineyaung,MMR016011
 Foreign Registration Card (FRC),1,1,2,Mineyaung,MMR016011
 Foreign Passport,-,1,1,Mineyaung,MMR016011
 None,222,2238,2460,Mineyaung,MMR016011
 Child under 10 years,663,3636,4299,Mineyaung,MMR016011
 Total,4880,22679,27559,Mineyaung,MMR016011
