Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),33473,84427,117900,Mudon,MMR011005
 Associate Scrutiny Card (blue),16,60,76,Mudon,MMR011005
 Naturalised Scrutiny Card (green),107,184,291,Mudon,MMR011005
 National Registration Card (3-fold),723,914,1637,Mudon,MMR011005
 Religious card,779,1107,1886,Mudon,MMR011005
 Temporary Registration Card (white),73,339,412,Mudon,MMR011005
 Foreign Registration Card (FRC),5,5,10,Mudon,MMR011005
 Foreign Passport,3,17,20,Mudon,MMR011005
 None,9103,24942,34045,Mudon,MMR011005
 Child under 10 years,8232,26228,34460,Mudon,MMR011005
 Total,52514,138223,190737,Mudon,MMR011005
