Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),37248,72580,109828,Kalaw,MMR014005
 Associate Scrutiny Card (blue),314,90,404,Kalaw,MMR014005
 Naturalised Scrutiny Card (green),247,161,408,Kalaw,MMR014005
 National Registration Card (3-fold),359,827,1186,Kalaw,MMR014005
 Religious card,268,463,731,Kalaw,MMR014005
 Temporary Registration Card (white),117,172,289,Kalaw,MMR014005
 Foreign Registration Card (FRC),33,31,64,Kalaw,MMR014005
 Foreign Passport,86,73,159,Kalaw,MMR014005
 None,9850,28735,38585,Kalaw,MMR014005
 Child under 10 years,9275,25154,34429,Kalaw,MMR014005
 Total,57797,128286,186083,Kalaw,MMR014005
