Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),4902,57314,62216,Pinlebu,MMR005026
 Associate Scrutiny Card (blue),4,15,19,Pinlebu,MMR005026
 Naturalised Scrutiny Card (green),3,97,100,Pinlebu,MMR005026
 National Registration Card (3-fold),5,207,212,Pinlebu,MMR005026
 Religious card,60,470,530,Pinlebu,MMR005026
 Temporary Registration Card (white),7,176,183,Pinlebu,MMR005026
 Foreign Registration Card (FRC),-,1,1,Pinlebu,MMR005026
 Foreign Passport,2,8,10,Pinlebu,MMR005026
 None,917,23620,24537,Pinlebu,MMR005026
 Child under 10 years,1063,23097,24160,Pinlebu,MMR005026
 Total,6963,105005,111968,Pinlebu,MMR005026
