Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),44478,-,44478,Dawbon,MMR013014
 Associate Scrutiny Card (blue),66,-,66,Dawbon,MMR013014
 Naturalised Scrutiny Card (green),1930,-,1930,Dawbon,MMR013014
 National Registration Card (3-fold),2997,-,2997,Dawbon,MMR013014
 Religious card,387,-,387,Dawbon,MMR013014
 Temporary Registration Card (white),1100,-,1100,Dawbon,MMR013014
 Foreign Registration Card (FRC),46,-,46,Dawbon,MMR013014
 Foreign Passport,15,-,15,Dawbon,MMR013014
 None,13231,-,13231,Dawbon,MMR013014
 Child under 10 years,11075,-,11075,Dawbon,MMR013014
 Total,75325,-,75325,Dawbon,MMR013014
