Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),380,169,549,Kongyan,MMR015023
 Associate Scrutiny Card (blue),2,1,3,Kongyan,MMR015023
 Naturalised Scrutiny Card (green),4,82,86,Kongyan,MMR015023
 National Registration Card (3-fold),288,10612,10900,Kongyan,MMR015023
 Religious card,3,1,4,Kongyan,MMR015023
 Temporary Registration Card (white),8,27,35,Kongyan,MMR015023
 Foreign Passport,-,3,3,Kongyan,MMR015023
 None,264,12840,13104,Kongyan,MMR015023
 Child under 10 years,237,8851,9088,Kongyan,MMR015023
 Total,1186,32586,33772,Kongyan,MMR015023
