Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),11269,81573,92842,Bilin,MMR011010
 Associate Scrutiny Card (blue),5,78,83,Bilin,MMR011010
 Naturalised Scrutiny Card (green),26,292,318,Bilin,MMR011010
 National Registration Card (3-fold),209,1375,1584,Bilin,MMR011010
 Religious card,305,1481,1786,Bilin,MMR011010
 Temporary Registration Card (white),41,252,293,Bilin,MMR011010
 Foreign Registration Card (FRC),3,6,9,Bilin,MMR011010
 Foreign Passport,-,36,36,Bilin,MMR011010
 None,3385,41763,45148,Bilin,MMR011010
 Child under 10 years,3149,35827,38976,Bilin,MMR011010
 Total,18392,162683,181075,Bilin,MMR011010
