Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),120071,-,120071,Hline,MMR013040
 Associate Scrutiny Card (blue),664,-,664,Hline,MMR013040
 Naturalised Scrutiny Card (green),1495,-,1495,Hline,MMR013040
 National Registration Card (3-fold),2913,-,2913,Hline,MMR013040
 Religious card,1038,-,1038,Hline,MMR013040
 Temporary Registration Card (white),835,-,835,Hline,MMR013040
 Foreign Registration Card (FRC),318,-,318,Hline,MMR013040
 Foreign Passport,302,-,302,Hline,MMR013040
 None,16508,-,16508,Hline,MMR013040
 Child under 10 years,16163,-,16163,Hline,MMR013040
 Total,160307,-,160307,Hline,MMR013040
