Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1150,36772,37922,Pyinsalu(ST),MMR017016
 Associate Scrutiny Card (blue),3,13,16,Pyinsalu(ST),MMR017016
 Naturalised Scrutiny Card (green),-,61,61,Pyinsalu(ST),MMR017016
 National Registration Card (3-fold),5,216,221,Pyinsalu(ST),MMR017016
 Religious card,7,136,143,Pyinsalu(ST),MMR017016
 Temporary Registration Card (white),8,43,51,Pyinsalu(ST),MMR017016
 Foreign Passport,-,5,5,Pyinsalu(ST),MMR017016
 None,474,24291,24765,Pyinsalu(ST),MMR017016
 Child under 10 years,582,21523,22105,Pyinsalu(ST),MMR017016
 Total,2229,83060,85289,Pyinsalu(ST),MMR017016
