Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),217540,-,217540,North Okkalapa,MMR013012
 Associate Scrutiny Card (blue),339,-,339,North Okkalapa,MMR013012
 Naturalised Scrutiny Card (green),1593,-,1593,North Okkalapa,MMR013012
 National Registration Card (3-fold),7448,-,7448,North Okkalapa,MMR013012
 Religious card,2407,-,2407,North Okkalapa,MMR013012
 Temporary Registration Card (white),5165,-,5165,North Okkalapa,MMR013012
 Foreign Registration Card (FRC),160,-,160,North Okkalapa,MMR013012
 Foreign Passport,202,-,202,North Okkalapa,MMR013012
 None,56207,-,56207,North Okkalapa,MMR013012
 Child under 10 years,42232,-,42232,North Okkalapa,MMR013012
 Total,333293,-,333293,North Okkalapa,MMR013012
