Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15925,100597,116522,Kyaiklatt,MMR017025
 Associate Scrutiny Card (blue),31,24,55,Kyaiklatt,MMR017025
 Naturalised Scrutiny Card (green),370,187,557,Kyaiklatt,MMR017025
 National Registration Card (3-fold),61,488,549,Kyaiklatt,MMR017025
 Religious card,200,404,604,Kyaiklatt,MMR017025
 Temporary Registration Card (white),69,114,183,Kyaiklatt,MMR017025
 Foreign Registration Card (FRC),41,3,44,Kyaiklatt,MMR017025
 Foreign Passport,3,36,39,Kyaiklatt,MMR017025
 None,3893,31749,35642,Kyaiklatt,MMR017025
 Child under 10 years,3886,35259,39145,Kyaiklatt,MMR017025
 Total,24479,168861,193340,Kyaiklatt,MMR017025
