Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3097,18055,21152,Kunlon,MMR015020
 Associate Scrutiny Card (blue),4,56,60,Kunlon,MMR015020
 Naturalised Scrutiny Card (green),39,197,236,Kunlon,MMR015020
 National Registration Card (3-fold),302,7469,7771,Kunlon,MMR015020
 Religious card,21,76,97,Kunlon,MMR015020
 Temporary Registration Card (white),16,525,541,Kunlon,MMR015020
 Foreign Registration Card (FRC),4,22,26,Kunlon,MMR015020
 Foreign Passport,-,16,16,Kunlon,MMR015020
 None,954,13048,14002,Kunlon,MMR015020
 Child under 10 years,1112,13761,14873,Kunlon,MMR015020
 Total,5549,53225,58774,Kunlon,MMR015020
