Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),17390,71308,88698,Katha,MMR005020
 Associate Scrutiny Card (blue),48,41,89,Katha,MMR005020
 Naturalised Scrutiny Card (green),124,202,326,Katha,MMR005020
 National Registration Card (3-fold),147,698,845,Katha,MMR005020
 Religious card,257,460,717,Katha,MMR005020
 Temporary Registration Card (white),111,326,437,Katha,MMR005020
 Foreign Registration Card (FRC),8,6,14,Katha,MMR005020
 Foreign Passport,9,21,30,Katha,MMR005020
 None,4257,37034,41291,Katha,MMR005020
 Child under 10 years,4381,30906,35287,Katha,MMR005020
 Total,26732,141002,167734,Katha,MMR005020
