Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),67956,85162,153118,Myeik,MMR006005
 Associate Scrutiny Card (blue),152,45,197,Myeik,MMR006005
 Naturalised Scrutiny Card (green),683,378,1061,Myeik,MMR006005
 National Registration Card (3-fold),2876,5029,7905,Myeik,MMR006005
 Religious card,682,650,1332,Myeik,MMR006005
 Temporary Registration Card (white),592,179,771,Myeik,MMR006005
 Foreign Registration Card (FRC),130,15,145,Myeik,MMR006005
 Foreign Passport,80,77,157,Myeik,MMR006005
 None,21803,40184,61987,Myeik,MMR006005
 Child under 10 years,20187,37629,57816,Myeik,MMR006005
 Total,115141,169348,284489,Myeik,MMR006005
