Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),129844,78574,208418,Mingaladon,MMR013002
 Associate Scrutiny Card (blue),143,62,205,Mingaladon,MMR013002
 Naturalised Scrutiny Card (green),894,413,1307,Mingaladon,MMR013002
 National Registration Card (3-fold),5878,3875,9753,Mingaladon,MMR013002
 Religious card,1199,2660,3859,Mingaladon,MMR013002
 Temporary Registration Card (white),1206,922,2128,Mingaladon,MMR013002
 Foreign Registration Card (FRC),53,71,124,Mingaladon,MMR013002
 Foreign Passport,293,120,413,Mingaladon,MMR013002
 None,30815,27073,57888,Mingaladon,MMR013002
 Child under 10 years,28071,19420,47491,Mingaladon,MMR013002
 Total,198396,133190,331586,Mingaladon,MMR013002
