Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1768,10750,12518,Lahe,MMR005036
 Associate Scrutiny Card (blue),2,7,9,Lahe,MMR005036
 Naturalised Scrutiny Card (green),1,8,9,Lahe,MMR005036
 National Registration Card (3-fold),-,3,3,Lahe,MMR005036
 Religious card,3,24,27,Lahe,MMR005036
 Temporary Registration Card (white),2,7,9,Lahe,MMR005036
 Foreign Registration Card (FRC),-,2,2,Lahe,MMR005036
 Foreign Passport,-,11,11,Lahe,MMR005036
 None,590,17879,18469,Lahe,MMR005036
 Child under 10 years,775,11359,12134,Lahe,MMR005036
 Total,3141,40050,43191,Lahe,MMR005036
