Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),154134,33811,187945,Myitkyina,MMR001001
 Associate Scrutiny Card (blue),1125,28,1153,Myitkyina,MMR001001
 Naturalised Scrutiny Card (green),1582,103,1685,Myitkyina,MMR001001
 National Registration Card (3-fold),1009,438,1447,Myitkyina,MMR001001
 Religious card,729,103,832,Myitkyina,MMR001001
 Temporary Registration Card (white),1545,373,1918,Myitkyina,MMR001001
 Foreign Registration Card (FRC),352,6,358,Myitkyina,MMR001001
 Foreign Passport,103,6,109,Myitkyina,MMR001001
 None,39483,14622,54105,Myitkyina,MMR001001
 Child under 10 years,42969,14428,57397,Myitkyina,MMR001001
 Total,243031,63918,306949,Myitkyina,MMR001001
