Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2549,27734,30283,Mabane,MMR015018
 Associate Scrutiny Card (blue),-,13,13,Mabane,MMR015018
 Naturalised Scrutiny Card (green),1,52,53,Mabane,MMR015018
 National Registration Card (3-fold),5,99,104,Mabane,MMR015018
 Religious card,23,139,162,Mabane,MMR015018
 Temporary Registration Card (white),-,111,111,Mabane,MMR015018
 Foreign Registration Card (FRC),-,1,1,Mabane,MMR015018
 Foreign Passport,-,13,13,Mabane,MMR015018
 None,247,7593,7840,Mabane,MMR015018
 Child under 10 years,416,8402,8818,Mabane,MMR015018
 Total,3241,44157,47398,Mabane,MMR015018
