Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),597,2498,3095,Kanpaikti(ST),MMR001002
 Associate Scrutiny Card (blue),1,7,8,Kanpaikti(ST),MMR001002
 Naturalised Scrutiny Card (green),70,248,318,Kanpaikti(ST),MMR001002
 National Registration Card (3-fold),9,58,67,Kanpaikti(ST),MMR001002
 Temporary Registration Card (white),3,75,78,Kanpaikti(ST),MMR001002
 Foreign Registration Card (FRC),1,9,10,Kanpaikti(ST),MMR001002
 Foreign Passport,26,93,119,Kanpaikti(ST),MMR001002
 None,263,2835,3098,Kanpaikti(ST),MMR001002
 Child under 10 years,183,1706,1889,Kanpaikti(ST),MMR001002
 Total,1153,7529,8682,Kanpaikti(ST),MMR001002
