Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),148532,-,148532,Pyigyidagun,MMR010005
 Associate Scrutiny Card (blue),196,-,196,Pyigyidagun,MMR010005
 Naturalised Scrutiny Card (green),520,-,520,Pyigyidagun,MMR010005
 National Registration Card (3-fold),2119,-,2119,Pyigyidagun,MMR010005
 Religious card,2787,-,2787,Pyigyidagun,MMR010005
 Temporary Registration Card (white),392,-,392,Pyigyidagun,MMR010005
 Foreign Registration Card (FRC),23,-,23,Pyigyidagun,MMR010005
 Foreign Passport,87,-,87,Pyigyidagun,MMR010005
 None,43593,-,43593,Pyigyidagun,MMR010005
 Child under 10 years,39449,-,39449,Pyigyidagun,MMR010005
 Total,237698,-,237698,Pyigyidagun,MMR010005
