Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),30169,74767,104936,Phyapon,MMR017023
 Associate Scrutiny Card (blue),97,39,136,Phyapon,MMR017023
 Naturalised Scrutiny Card (green),325,108,433,Phyapon,MMR017023
 National Registration Card (3-fold),106,386,492,Phyapon,MMR017023
 Religious card,496,414,910,Phyapon,MMR017023
 Temporary Registration Card (white),55,95,150,Phyapon,MMR017023
 Foreign Registration Card (FRC),92,4,96,Phyapon,MMR017023
 Foreign Passport,15,27,42,Phyapon,MMR017023
 None,9952,33763,43715,Phyapon,MMR017023
 Child under 10 years,7821,28612,36433,Phyapon,MMR017023
 Total,49128,138215,187343,Phyapon,MMR017023
