Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1593,1915,3508,Wawlaymyaing(ST),MMR003005
 Associate Scrutiny Card (blue),1,1,2,Wawlaymyaing(ST),MMR003005
 Naturalised Scrutiny Card (green),2,9,11,Wawlaymyaing(ST),MMR003005
 National Registration Card (3-fold),9,25,34,Wawlaymyaing(ST),MMR003005
 Religious card,1,13,14,Wawlaymyaing(ST),MMR003005
 Temporary Registration Card (white),26,43,69,Wawlaymyaing(ST),MMR003005
 Foreign Passport,-,1,1,Wawlaymyaing(ST),MMR003005
 None,695,2415,3110,Wawlaymyaing(ST),MMR003005
 Child under 10 years,756,1708,2464,Wawlaymyaing(ST),MMR003005
 Total,3083,6130,9213,Wawlaymyaing(ST),MMR003005
