Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1669,3922,5591,Machanbaw,MMR001016
 Associate Scrutiny Card (blue),1,1,2,Machanbaw,MMR001016
 Naturalised Scrutiny Card (green),-,5,5,Machanbaw,MMR001016
 National Registration Card (3-fold),2,5,7,Machanbaw,MMR001016
 Religious card,1,8,9,Machanbaw,MMR001016
 Temporary Registration Card (white),3,4,7,Machanbaw,MMR001016
 Foreign Registration Card (FRC),1,-,1,Machanbaw,MMR001016
 Foreign Passport,-,3,3,Machanbaw,MMR001016
 None,132,674,806,Machanbaw,MMR001016
 Child under 10 years,506,1921,2427,Machanbaw,MMR001016
 Total,2315,6543,8858,Machanbaw,MMR001016
