Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3363,15154,18517,Palauk(ST),MMR006007
 Associate Scrutiny Card (blue),1,2,3,Palauk(ST),MMR006007
 Naturalised Scrutiny Card (green),15,26,41,Palauk(ST),MMR006007
 National Registration Card (3-fold),51,408,459,Palauk(ST),MMR006007
 Religious card,16,69,85,Palauk(ST),MMR006007
 Temporary Registration Card (white),21,6,27,Palauk(ST),MMR006007
 Foreign Passport,-,2,2,Palauk(ST),MMR006007
 None,1261,6606,7867,Palauk(ST),MMR006007
 Child under 10 years,1448,8105,9553,Palauk(ST),MMR006007
 Total,6176,30378,36554,Palauk(ST),MMR006007
