Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9126,112077,121203,Natogyi,MMR010019
 Associate Scrutiny Card (blue),1,25,26,Natogyi,MMR010019
 Naturalised Scrutiny Card (green),3,150,153,Natogyi,MMR010019
 National Registration Card (3-fold),27,358,385,Natogyi,MMR010019
 Religious card,107,606,713,Natogyi,MMR010019
 Temporary Registration Card (white),6,63,69,Natogyi,MMR010019
 Foreign Registration Card (FRC),-,1,1,Natogyi,MMR010019
 Foreign Passport,1,29,30,Natogyi,MMR010019
 None,1610,24070,25680,Natogyi,MMR010019
 Child under 10 years,1937,26881,28818,Natogyi,MMR010019
 Total,12818,164260,177078,Natogyi,MMR010019
