Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),207939,-,207939,Dagon Myothit(South),MMR013018
 Associate Scrutiny Card (blue),291,-,291,Dagon Myothit(South),MMR013018
 Naturalised Scrutiny Card (green),3454,-,3454,Dagon Myothit(South),MMR013018
 National Registration Card (3-fold),15583,-,15583,Dagon Myothit(South),MMR013018
 Religious card,1559,-,1559,Dagon Myothit(South),MMR013018
 Temporary Registration Card (white),7810,-,7810,Dagon Myothit(South),MMR013018
 Foreign Registration Card (FRC),108,-,108,Dagon Myothit(South),MMR013018
 Foreign Passport,109,-,109,Dagon Myothit(South),MMR013018
 None,75935,-,75935,Dagon Myothit(South),MMR013018
 Child under 10 years,58858,-,58858,Dagon Myothit(South),MMR013018
 Total,371646,-,371646,Dagon Myothit(South),MMR013018
