Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15255,18534,33789,Dekkhinathiri,MMR018004
 Associate Scrutiny Card (blue),27,11,38,Dekkhinathiri,MMR018004
 Naturalised Scrutiny Card (green),79,31,110,Dekkhinathiri,MMR018004
 National Registration Card (3-fold),405,117,522,Dekkhinathiri,MMR018004
 Religious card,42,212,254,Dekkhinathiri,MMR018004
 Temporary Registration Card (white),305,71,376,Dekkhinathiri,MMR018004
 Foreign Registration Card (FRC),7,-,7,Dekkhinathiri,MMR018004
 Foreign Passport,1,5,6,Dekkhinathiri,MMR018004
 None,3850,3629,7479,Dekkhinathiri,MMR018004
 Child under 10 years,3223,5524,8747,Dekkhinathiri,MMR018004
 Total,23194,28134,51328,Dekkhinathiri,MMR018004
 Citizenship Scrutiny Card (pink),9558657,18838862,28397519,Dekkhinathiri,MMR018004
 Associate Scrutiny Card (blue),25814,11615,37429,Dekkhinathiri,MMR018004
 Naturalised Scrutiny Card (green),78914,91438,170352,Dekkhinathiri,MMR018004
 National Registration Card (3-fold),272121,420167,692288,Dekkhinathiri,MMR018004
 Religious card,120047,127718,247765,Dekkhinathiri,MMR018004
 Temporary Registration Card (white),89458,92524,181982,Dekkhinathiri,MMR018004
 Foreign Registration Card (FRC),11083,3860,14943,Dekkhinathiri,MMR018004
 Foreign Passport,23424,15222,38646,Dekkhinathiri,MMR018004
 None,2470421,8737348,11207769,Dekkhinathiri,MMR018004
 Child under 10 years,2228004,7063203,9291207,Dekkhinathiri,MMR018004
 Total,14877943,35401957,50279900,Dekkhinathiri,MMR018004
