Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),14677,33803,48480,Ottarathiri,MMR018008
 Associate Scrutiny Card (blue),11,7,18,Ottarathiri,MMR018008
 Naturalised Scrutiny Card (green),64,56,120,Ottarathiri,MMR018008
 National Registration Card (3-fold),317,354,671,Ottarathiri,MMR018008
 Religious card,34,125,159,Ottarathiri,MMR018008
 Temporary Registration Card (white),237,134,371,Ottarathiri,MMR018008
 Foreign Registration Card (FRC),3,-,3,Ottarathiri,MMR018008
 Foreign Passport,12,4,16,Ottarathiri,MMR018008
 None,4057,11112,15169,Ottarathiri,MMR018008
 Child under 10 years,4543,12070,16613,Ottarathiri,MMR018008
 Total,23955,57665,81620,Ottarathiri,MMR018008
