Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),89113,-,89113,Mingala Taungnyunt,MMR013022
 Associate Scrutiny Card (blue),529,-,529,Mingala Taungnyunt,MMR013022
 Naturalised Scrutiny Card (green),2174,-,2174,Mingala Taungnyunt,MMR013022
 National Registration Card (3-fold),5237,-,5237,Mingala Taungnyunt,MMR013022
 Religious card,841,-,841,Mingala Taungnyunt,MMR013022
 Temporary Registration Card (white),1261,-,1261,Mingala Taungnyunt,MMR013022
 Foreign Registration Card (FRC),277,-,277,Mingala Taungnyunt,MMR013022
 Foreign Passport,410,-,410,Mingala Taungnyunt,MMR013022
 None,15989,-,15989,Mingala Taungnyunt,MMR013022
 Child under 10 years,16663,-,16663,Mingala Taungnyunt,MMR013022
 Total,132494,-,132494,Mingala Taungnyunt,MMR013022
