Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9612,147265,156877,Patheingyi,MMR010007
 Associate Scrutiny Card (blue),4,98,102,Patheingyi,MMR010007
 Naturalised Scrutiny Card (green),18,605,623,Patheingyi,MMR010007
 National Registration Card (3-fold),58,2484,2542,Patheingyi,MMR010007
 Religious card,44,1630,1674,Patheingyi,MMR010007
 Temporary Registration Card (white),15,469,484,Patheingyi,MMR010007
 Foreign Registration Card (FRC),-,20,20,Patheingyi,MMR010007
 Foreign Passport,1,35,36,Patheingyi,MMR010007
 None,1472,51384,52856,Patheingyi,MMR010007
 Child under 10 years,1858,46653,48511,Patheingyi,MMR010007
 Total,13082,250643,263725,Patheingyi,MMR010007
