Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),33900,24150,58050,Kawthoung,MMR006009
 Associate Scrutiny Card (blue),27,28,55,Kawthoung,MMR006009
 Naturalised Scrutiny Card (green),117,206,323,Kawthoung,MMR006009
 National Registration Card (3-fold),1663,3693,5356,Kawthoung,MMR006009
 Religious card,331,192,523,Kawthoung,MMR006009
 Temporary Registration Card (white),156,210,366,Kawthoung,MMR006009
 Foreign Registration Card (FRC),59,4,63,Kawthoung,MMR006009
 Foreign Passport,49,177,226,Kawthoung,MMR006009
 None,10008,17019,27027,Kawthoung,MMR006009
 Child under 10 years,11639,13352,24991,Kawthoung,MMR006009
 Total,57949,59031,116980,Kawthoung,MMR006009
