Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2577,5210,7787,Kenglat(ST),MMR016009
 Associate Scrutiny Card (blue),-,2,2,Kenglat(ST),MMR016009
 Naturalised Scrutiny Card (green),3,6,9,Kenglat(ST),MMR016009
 National Registration Card (3-fold),21,53,74,Kenglat(ST),MMR016009
 Religious card,1,9,10,Kenglat(ST),MMR016009
 Temporary Registration Card (white),1,19,20,Kenglat(ST),MMR016009
 Foreign Registration Card (FRC),1,1,2,Kenglat(ST),MMR016009
 None,185,633,818,Kenglat(ST),MMR016009
 Child under 10 years,456,1866,2322,Kenglat(ST),MMR016009
 Total,3245,7799,11044,Kenglat(ST),MMR016009
