Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),45137,86464,131601,Taikkyi,MMR013005
 Associate Scrutiny Card (blue),306,30,336,Taikkyi,MMR013005
 Naturalised Scrutiny Card (green),428,581,1009,Taikkyi,MMR013005
 National Registration Card (3-fold),3248,8368,11616,Taikkyi,MMR013005
 Religious card,508,646,1154,Taikkyi,MMR013005
 Temporary Registration Card (white),614,682,1296,Taikkyi,MMR013005
 Foreign Registration Card (FRC),164,76,240,Taikkyi,MMR013005
 Foreign Passport,43,24,67,Taikkyi,MMR013005
 None,22371,56787,79158,Taikkyi,MMR013005
 Child under 10 years,15181,35610,50791,Taikkyi,MMR013005
 Total,88000,189268,277268,Taikkyi,MMR013005
