Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),21052,146378,167430,Mawlamyinegyun,MMR017018
 Associate Scrutiny Card (blue),33,55,88,Mawlamyinegyun,MMR017018
 Naturalised Scrutiny Card (green),67,179,246,Mawlamyinegyun,MMR017018
 National Registration Card (3-fold),54,352,406,Mawlamyinegyun,MMR017018
 Religious card,365,691,1056,Mawlamyinegyun,MMR017018
 Temporary Registration Card (white),54,274,328,Mawlamyinegyun,MMR017018
 Foreign Registration Card (FRC),8,3,11,Mawlamyinegyun,MMR017018
 Foreign Passport,13,41,54,Mawlamyinegyun,MMR017018
 None,6079,71470,77549,Mawlamyinegyun,MMR017018
 Child under 10 years,5190,58982,64172,Mawlamyinegyun,MMR017018
 Total,32915,278425,311340,Mawlamyinegyun,MMR017018
