Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),8311,9179,17490,Mone`,MMR014019
 Associate Scrutiny Card (blue),2,2,4,Mone`,MMR014019
 Naturalised Scrutiny Card (green),21,3,24,Mone`,MMR014019
 National Registration Card (3-fold),74,84,158,Mone`,MMR014019
 Religious card,79,1,80,Mone`,MMR014019
 Temporary Registration Card (white),42,35,77,Mone`,MMR014019
 Foreign Registration Card (FRC),2,1,3,Mone`,MMR014019
 Foreign Passport,4,4,8,Mone`,MMR014019
 None,2506,2320,4826,Mone`,MMR014019
 Child under 10 years,3013,2957,5970,Mone`,MMR014019
 Total,14054,14586,28640,Mone`,MMR014019
