Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),36102,41597,77699,Shwedaung,MMR008006
 Associate Scrutiny Card (blue),7,13,20,Shwedaung,MMR008006
 Naturalised Scrutiny Card (green),82,49,131,Shwedaung,MMR008006
 National Registration Card (3-fold),293,504,797,Shwedaung,MMR008006
 Religious card,536,130,666,Shwedaung,MMR008006
 Temporary Registration Card (white),149,247,396,Shwedaung,MMR008006
 Foreign Registration Card (FRC),-,1,1,Shwedaung,MMR008006
 Foreign Passport,6,5,11,Shwedaung,MMR008006
 None,11118,14339,25457,Shwedaung,MMR008006
 Child under 10 years,8344,8149,16493,Shwedaung,MMR008006
 Total,56637,65034,121671,Shwedaung,MMR008006
