Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),43965,45109,89074,Dagon Myothit(Seik),MMR013021
 Associate Scrutiny Card (blue),62,54,116,Dagon Myothit(Seik),MMR013021
 Naturalised Scrutiny Card (green),608,360,968,Dagon Myothit(Seik),MMR013021
 National Registration Card (3-fold),3121,4271,7392,Dagon Myothit(Seik),MMR013021
 Religious card,489,56,545,Dagon Myothit(Seik),MMR013021
 Temporary Registration Card (white),984,1217,2201,Dagon Myothit(Seik),MMR013021
 Foreign Registration Card (FRC),9,7,16,Dagon Myothit(Seik),MMR013021
 Foreign Passport,67,32,99,Dagon Myothit(Seik),MMR013021
 None,18675,19835,38510,Dagon Myothit(Seik),MMR013021
 Child under 10 years,14717,13810,28527,Dagon Myothit(Seik),MMR013021
 Total,82697,84751,167448,Dagon Myothit(Seik),MMR013021
