Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),4181,3297,7478,Kengtaung(ST),MMR014019
 Associate Scrutiny Card (blue),1,2,3,Kengtaung(ST),MMR014019
 Naturalised Scrutiny Card (green),5,-,5,Kengtaung(ST),MMR014019
 National Registration Card (3-fold),28,19,47,Kengtaung(ST),MMR014019
 Religious card,29,-,29,Kengtaung(ST),MMR014019
 Temporary Registration Card (white),15,11,26,Kengtaung(ST),MMR014019
 Foreign Passport,1,-,1,Kengtaung(ST),MMR014019
 None,764,583,1347,Kengtaung(ST),MMR014019
 Child under 10 years,913,947,1860,Kengtaung(ST),MMR014019
 Total,5937,4859,10796,Kengtaung(ST),MMR014019
