Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),45429,43560,88989,Myawady,MMR003005
 Associate Scrutiny Card (blue),53,57,110,Myawady,MMR003005
 Naturalised Scrutiny Card (green),285,138,423,Myawady,MMR003005
 National Registration Card (3-fold),1062,1324,2386,Myawady,MMR003005
 Religious card,682,59,741,Myawady,MMR003005
 Temporary Registration Card (white),596,652,1248,Myawady,MMR003005
 Foreign Registration Card (FRC),5,6,11,Myawady,MMR003005
 Foreign Passport,27,30,57,Myawady,MMR003005
 None,29512,28907,58419,Myawady,MMR003005
 Child under 10 years,22120,21120,43240,Myawady,MMR003005
 Total,99771,95853,195624,Myawady,MMR003005
