Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15872,20106,35978,Pazuntaung,MMR013016
 Associate Scrutiny Card (blue),248,212,460,Pazuntaung,MMR013016
 Naturalised Scrutiny Card (green),386,365,751,Pazuntaung,MMR013016
 National Registration Card (3-fold),441,576,1017,Pazuntaung,MMR013016
 Religious card,438,7,445,Pazuntaung,MMR013016
 Temporary Registration Card (white),69,132,201,Pazuntaung,MMR013016
 Foreign Registration Card (FRC),72,100,172,Pazuntaung,MMR013016
 Foreign Passport,198,111,309,Pazuntaung,MMR013016
 None,2040,2327,4367,Pazuntaung,MMR013016
 Child under 10 years,2367,2388,4755,Pazuntaung,MMR013016
 Total,22131,26324,48455,Pazuntaung,MMR013016
