Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),10653,9857,20510,Mineyaung,MMR016011
 Associate Scrutiny Card (blue),5,2,7,Mineyaung,MMR016011
 Naturalised Scrutiny Card (green),8,1,9,Mineyaung,MMR016011
 National Registration Card (3-fold),71,70,141,Mineyaung,MMR016011
 Religious card,109,-,109,Mineyaung,MMR016011
 Temporary Registration Card (white),14,7,21,Mineyaung,MMR016011
 Foreign Registration Card (FRC),1,1,2,Mineyaung,MMR016011
 Foreign Passport,1,-,1,Mineyaung,MMR016011
 None,1449,1011,2460,Mineyaung,MMR016011
 Child under 10 years,2099,2200,4299,Mineyaung,MMR016011
 Total,14410,13149,27559,Mineyaung,MMR016011
