Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15639,16416,32055,Saytottara,MMR009011
 Associate Scrutiny Card (blue),4,2,6,Saytottara,MMR009011
 Naturalised Scrutiny Card (green),25,8,33,Saytottara,MMR009011
 National Registration Card (3-fold),59,71,130,Saytottara,MMR009011
 Religious card,192,22,214,Saytottara,MMR009011
 Temporary Registration Card (white),32,12,44,Saytottara,MMR009011
 Foreign Passport,2,4,6,Saytottara,MMR009011
 None,2906,3046,5952,Saytottara,MMR009011
 Child under 10 years,4479,4607,9086,Saytottara,MMR009011
 Total,23338,24188,47526,Saytottara,MMR009011
