Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),39226,42429,81655,Bhamo,MMR001010
 Associate Scrutiny Card (blue),55,61,116,Bhamo,MMR001010
 Naturalised Scrutiny Card (green),166,126,292,Bhamo,MMR001010
 National Registration Card (3-fold),258,494,752,Bhamo,MMR001010
 Religious card,564,189,753,Bhamo,MMR001010
 Temporary Registration Card (white),494,648,1142,Bhamo,MMR001010
 Foreign Registration Card (FRC),14,15,29,Bhamo,MMR001010
 Foreign Passport,23,19,42,Bhamo,MMR001010
 None,12381,12210,24591,Bhamo,MMR001010
 Child under 10 years,13537,12968,26505,Bhamo,MMR001010
 Total,66718,69159,135877,Bhamo,MMR001010
