Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),60375,73340,133715,Thingangyun,MMR013009
 Associate Scrutiny Card (blue),179,177,356,Thingangyun,MMR013009
 Naturalised Scrutiny Card (green),1794,1714,3508,Thingangyun,MMR013009
 National Registration Card (3-fold),3567,4700,8267,Thingangyun,MMR013009
 Religious card,1836,544,2380,Thingangyun,MMR013009
 Temporary Registration Card (white),2142,2843,4985,Thingangyun,MMR013009
 Foreign Registration Card (FRC),119,122,241,Thingangyun,MMR013009
 Foreign Passport,231,129,360,Thingangyun,MMR013009
 None,15611,14934,30545,Thingangyun,MMR013009
 Child under 10 years,12844,12285,25129,Thingangyun,MMR013009
 Total,98698,110788,209486,Thingangyun,MMR013009
