Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),11798,12416,24214,Linkhe`,MMR014018
 Associate Scrutiny Card (blue),4,4,8,Linkhe`,MMR014018
 Naturalised Scrutiny Card (green),24,9,33,Linkhe`,MMR014018
 National Registration Card (3-fold),93,84,177,Linkhe`,MMR014018
 Religious card,233,7,240,Linkhe`,MMR014018
 Temporary Registration Card (white),21,5,26,Linkhe`,MMR014018
 Foreign Registration Card (FRC),1,-,1,Linkhe`,MMR014018
 Foreign Passport,4,1,5,Linkhe`,MMR014018
 None,2039,2002,4041,Linkhe`,MMR014018
 Child under 10 years,2466,2270,4736,Linkhe`,MMR014018
 Total,16683,16798,33481,Linkhe`,MMR014018
