Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),94097,108798,202895,Insein,MMR013001
 Associate Scrutiny Card (blue),116,114,230,Insein,MMR013001
 Naturalised Scrutiny Card (green),864,593,1457,Insein,MMR013001
 National Registration Card (3-fold),3477,4505,7982,Insein,MMR013001
 Religious card,1673,253,1926,Insein,MMR013001
 Temporary Registration Card (white),939,1112,2051,Insein,MMR013001
 Foreign Registration Card (FRC),88,105,193,Insein,MMR013001
 Foreign Passport,251,86,337,Insein,MMR013001
 None,24256,23860,48116,Insein,MMR013001
 Child under 10 years,20397,19699,40096,Insein,MMR013001
 Total,146158,159125,305283,Insein,MMR013001
