Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),36707,40084,76791,Sinpaungwe`,MMR009017
 Associate Scrutiny Card (blue),7,13,20,Sinpaungwe`,MMR009017
 Naturalised Scrutiny Card (green),44,46,90,Sinpaungwe`,MMR009017
 National Registration Card (3-fold),319,620,939,Sinpaungwe`,MMR009017
 Religious card,330,12,342,Sinpaungwe`,MMR009017
 Temporary Registration Card (white),25,19,44,Sinpaungwe`,MMR009017
 Foreign Registration Card (FRC),-,1,1,Sinpaungwe`,MMR009017
 Foreign Passport,4,2,6,Sinpaungwe`,MMR009017
 None,7972,11073,19045,Sinpaungwe`,MMR009017
 Child under 10 years,10381,10185,20566,Sinpaungwe`,MMR009017
 Total,55789,62055,117844,Sinpaungwe`,MMR009017
