Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),47134,50557,97691,Kawa,MMR007003
 Associate Scrutiny Card (blue),18,38,56,Kawa,MMR007003
 Naturalised Scrutiny Card (green),792,981,1773,Kawa,MMR007003
 National Registration Card (3-fold),346,587,933,Kawa,MMR007003
 Religious card,531,7,538,Kawa,MMR007003
 Temporary Registration Card (white),157,192,349,Kawa,MMR007003
 Foreign Registration Card (FRC),3,3,6,Kawa,MMR007003
 Foreign Passport,13,18,31,Kawa,MMR007003
 None,22918,30161,53079,Kawa,MMR007003
 Child under 10 years,21892,21015,42907,Kawa,MMR007003
 Total,93804,103559,197363,Kawa,MMR007003
