Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),171415,201596,373011,Hlinethaya,MMR013008
 Associate Scrutiny Card (blue),227,252,479,Hlinethaya,MMR013008
 Naturalised Scrutiny Card (green),2090,933,3023,Hlinethaya,MMR013008
 National Registration Card (3-fold),16608,22511,39119,Hlinethaya,MMR013008
 Religious card,1563,380,1943,Hlinethaya,MMR013008
 Temporary Registration Card (white),4089,5530,9619,Hlinethaya,MMR013008
 Foreign Registration Card (FRC),92,57,149,Hlinethaya,MMR013008
 Foreign Passport,528,291,819,Hlinethaya,MMR013008
 None,71402,79812,151214,Hlinethaya,MMR013008
 Child under 10 years,54848,53643,108491,Hlinethaya,MMR013008
 Total,322862,365005,687867,Hlinethaya,MMR013008
