Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),17505,18277,35782,Momeik,MMR015017
 Associate Scrutiny Card (blue),15,22,37,Momeik,MMR015017
 Naturalised Scrutiny Card (green),58,31,89,Momeik,MMR015017
 National Registration Card (3-fold),351,456,807,Momeik,MMR015017
 Religious card,222,53,275,Momeik,MMR015017
 Temporary Registration Card (white),47,46,93,Momeik,MMR015017
 Foreign Registration Card (FRC),6,6,12,Momeik,MMR015017
 Foreign Passport,3,8,11,Momeik,MMR015017
 None,6896,6821,13717,Momeik,MMR015017
 Child under 10 years,6442,6065,12507,Momeik,MMR015017
 Total,31545,31785,63330,Momeik,MMR015017
