Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15763,22408,38171,Lanmadaw,MMR013035
 Associate Scrutiny Card (blue),465,570,1035,Lanmadaw,MMR013035
 Naturalised Scrutiny Card (green),314,402,716,Lanmadaw,MMR013035
 National Registration Card (3-fold),90,103,193,Lanmadaw,MMR013035
 Religious card,528,5,533,Lanmadaw,MMR013035
 Temporary Registration Card (white),44,81,125,Lanmadaw,MMR013035
 Foreign Registration Card (FRC),61,90,151,Lanmadaw,MMR013035
 Foreign Passport,150,77,227,Lanmadaw,MMR013035
 None,1244,1754,2998,Lanmadaw,MMR013035
 Child under 10 years,1521,1490,3011,Lanmadaw,MMR013035
 Total,20180,26980,47160,Lanmadaw,MMR013035
