Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),12814,11242,24056,Leiktho(ST),MMR003004
 Associate Scrutiny Card (blue),13,10,23,Leiktho(ST),MMR003004
 Naturalised Scrutiny Card (green),77,26,103,Leiktho(ST),MMR003004
 National Registration Card (3-fold),278,313,591,Leiktho(ST),MMR003004
 Religious card,32,31,63,Leiktho(ST),MMR003004
 Temporary Registration Card (white),118,291,409,Leiktho(ST),MMR003004
 Foreign Passport,2,4,6,Leiktho(ST),MMR003004
 None,4373,5375,9748,Leiktho(ST),MMR003004
 Child under 10 years,6996,6611,13607,Leiktho(ST),MMR003004
 Total,24703,23903,48606,Leiktho(ST),MMR003004
