Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),6017,5937,11954,Kunhing,MMR014014
 Associate Scrutiny Card (blue),3,3,6,Kunhing,MMR014014
 Naturalised Scrutiny Card (green),20,5,25,Kunhing,MMR014014
 National Registration Card (3-fold),21,36,57,Kunhing,MMR014014
 Religious card,82,-,82,Kunhing,MMR014014
 Temporary Registration Card (white),14,13,27,Kunhing,MMR014014
 Foreign Passport,2,3,5,Kunhing,MMR014014
 None,2771,2990,5761,Kunhing,MMR014014
 Child under 10 years,1942,1964,3906,Kunhing,MMR014014
 Total,10872,10951,21823,Kunhing,MMR014014
