Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),30673,34865,65538,Yekyi,MMR017006
 Associate Scrutiny Card (blue),14,21,35,Yekyi,MMR017006
 Naturalised Scrutiny Card (green),45,33,78,Yekyi,MMR017006
 National Registration Card (3-fold),192,338,530,Yekyi,MMR017006
 Religious card,330,35,365,Yekyi,MMR017006
 Temporary Registration Card (white),33,37,70,Yekyi,MMR017006
 Foreign Registration Card (FRC),1,2,3,Yekyi,MMR017006
 Foreign Passport,12,6,18,Yekyi,MMR017006
 None,9353,10978,20331,Yekyi,MMR017006
 Child under 10 years,9154,8948,18102,Yekyi,MMR017006
 Total,49807,55263,105070,Yekyi,MMR017006
