Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),30540,32894,63434,Hlaingbwe,MMR003002
 Associate Scrutiny Card (blue),15,32,47,Hlaingbwe,MMR003002
 Naturalised Scrutiny Card (green),261,409,670,Hlaingbwe,MMR003002
 National Registration Card (3-fold),559,640,1199,Hlaingbwe,MMR003002
 Religious card,411,29,440,Hlaingbwe,MMR003002
 Temporary Registration Card (white),177,213,390,Hlaingbwe,MMR003002
 Foreign Registration Card (FRC),3,4,7,Hlaingbwe,MMR003002
 Foreign Passport,45,36,81,Hlaingbwe,MMR003002
 None,24202,26342,50544,Hlaingbwe,MMR003002
 Child under 10 years,19747,18985,38732,Hlaingbwe,MMR003002
 Total,75960,79584,155544,Hlaingbwe,MMR003002
