Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),40946,48167,89113,Mingala Taungnyunt,MMR013022
 Associate Scrutiny Card (blue),271,258,529,Mingala Taungnyunt,MMR013022
 Naturalised Scrutiny Card (green),1236,938,2174,Mingala Taungnyunt,MMR013022
 National Registration Card (3-fold),2232,3005,5237,Mingala Taungnyunt,MMR013022
 Religious card,823,18,841,Mingala Taungnyunt,MMR013022
 Temporary Registration Card (white),533,728,1261,Mingala Taungnyunt,MMR013022
 Foreign Registration Card (FRC),133,144,277,Mingala Taungnyunt,MMR013022
 Foreign Passport,253,157,410,Mingala Taungnyunt,MMR013022
 None,7617,8372,15989,Mingala Taungnyunt,MMR013022
 Child under 10 years,8486,8177,16663,Mingala Taungnyunt,MMR013022
 Total,62530,69964,132494,Mingala Taungnyunt,MMR013022
