Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),31409,32781,64190,Toungup,MMR012016
 Associate Scrutiny Card (blue),30,7,37,Toungup,MMR012016
 Naturalised Scrutiny Card (green),43,23,66,Toungup,MMR012016
 National Registration Card (3-fold),128,201,329,Toungup,MMR012016
 Religious card,293,30,323,Toungup,MMR012016
 Temporary Registration Card (white),185,249,434,Toungup,MMR012016
 Foreign Registration Card (FRC),18,1,19,Toungup,MMR012016
 Foreign Passport,11,10,21,Toungup,MMR012016
 None,13163,15321,28484,Toungup,MMR012016
 Child under 10 years,10393,10141,20534,Toungup,MMR012016
 Total,55673,58764,114437,Toungup,MMR012016
