Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),22704,22201,44905,Shwegyin,MMR007008
 Associate Scrutiny Card (blue),9,17,26,Shwegyin,MMR007008
 Naturalised Scrutiny Card (green),111,83,194,Shwegyin,MMR007008
 National Registration Card (3-fold),494,581,1075,Shwegyin,MMR007008
 Religious card,424,43,467,Shwegyin,MMR007008
 Temporary Registration Card (white),200,340,540,Shwegyin,MMR007008
 Foreign Registration Card (FRC),4,2,6,Shwegyin,MMR007008
 Foreign Passport,7,6,13,Shwegyin,MMR007008
 None,16502,18799,35301,Shwegyin,MMR007008
 Child under 10 years,12637,12298,24935,Shwegyin,MMR007008
 Total,53092,54370,107462,Shwegyin,MMR007008
