Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),55369,65078,120447,Thazi,MMR010030
 Associate Scrutiny Card (blue),44,44,88,Thazi,MMR010030
 Naturalised Scrutiny Card (green),147,115,262,Thazi,MMR010030
 National Registration Card (3-fold),701,1031,1732,Thazi,MMR010030
 Religious card,910,116,1026,Thazi,MMR010030
 Temporary Registration Card (white),218,281,499,Thazi,MMR010030
 Foreign Registration Card (FRC),16,10,26,Thazi,MMR010030
 Foreign Passport,71,8,79,Thazi,MMR010030
 None,18609,21498,40107,Thazi,MMR010030
 Child under 10 years,19378,19036,38414,Thazi,MMR010030
 Total,95463,107217,202680,Thazi,MMR010030
